State,Year,County,Total,Commissioned Male ,Commissioned Female ,Civilian Male ,Civilian Female ,Arson,Arsons Arrests,Juvenile Arsons Arrests,Aggravated Assault,Aggravated Assaults Arrests,Juvenile Aggravated Assault Arrests,Rape,Rape Arrests,Juvenile Rape Arrests,Burglary,Burglary Arrests,Juvenile Burglary Arrests,Murder,Murder Arrests,Juvenile Murder Arrests,Robbery,Robbery Arrests,Juvenile Robbery Arrests,Drug Violation Arrests,Juvenile Drug Violation Arrests,Total Arrests,Total Juvenile Arrests,Juvenile Theft Arrests,Theft Arrests,Theft,Population,Commissioned Total,Civilian Total,Total Employees,Total Population,Female Population (0-11),Female Population (12-17),Female Population (18-39),Female Population (40+),Total Female Population,Male Population (0-11),Male Population (12-17),Male Population (18-39),Male Population (40+),Total Male Population,Animal Cruelty,Bribery,Destruction of Property,Drug Violation,Extortion,Counterfeiting or Forgery,Gambling Violation,Human Trafficking,Kidnapping,Man Slaughter,Non Forcibly Sex,Pornography,Total Property Crime,Prostitution,Total Person Crime,Total Societal Crime,No Contact Order Violation,Weapon Violation,Other Crimes Arrests,Animal Cruelty Arrests,Bribery Arrests,Destruction of Property Arrests,Extortion Arrests,Counterfeiting or Forgery Arrests,Gambling Violation Arrests,"Group B offense Arrests (driving under influence,  liquor violation etc)",Hack or Computer Invasion Arrests,Human Trafficking Arrests,Kidnapping Arrests,Manslaughter Arrests,Non Forcibly Sex Arrests,Pornography Arrests,Prostitution Arrests,No Contact Order Violation Arrests,Weapon Violation Arrests,Aggravated Assaults Sentenced,Burglary Sentenced,Drug Violation Sentenced,Manslaughter Sentenced,Murder Sentenced,Other Crimes Sentenced,Other Property Crimes Sentenced,Robbery Sentenced,Sex Crime Sentences,Total Sentenced,Unknown Crimes Sentenced,Juvenile Other Felony Crimes Sentenced,Juvenile Animal Cruelty Arrests,Juvenile Bribery Arrests,Juvenile Destruction of Property Arrests,Juvenile Extortion Arrests,Juvenile Counterfeiting or Forgery Arrests,"Juvenile Group B offense Arrests (driving under influence,  liquor violation etc)",Juvenile Hack or Computer Invasion Arrests,Juvenile Kidnapping Arrests,Juvenile Manslaughter Arrests,Juvenile Non Forcibly Sex Arrests,Juvenile Pornography Arrests,Juvenile Prostitution Arrests,Juvenile No Contact Order Violation Arrests,Juvenile Weapon Violation Arrests,FIPS Code
Washington,1993,SAN JUAN,400,15,1,2,6,1,0,0,7,4,0,2,1,0,87,8,0,0,0,0,0,0,0,5,0,272,0,0,18,303,11900,16,8,24,11419,768,368,1313,3340,5790,819,408,1240,3163,5629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53055
Washington,1998,LEWIS,3379,101,5,3,24,9,0,0,117,87,0,40,15,0,700,128,0,2,1,0,28,15,0,488,0,4486,0,0,361,2483,68600,106,27,133,67932,5762,3267,8831,16418,34281,5992,3653,8967,15031,33651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,31,30,1,2,20,30,8,13,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53041
Washington,1994,CLALLAM,2436,87,2,18,32,20,5,0,82,48,0,25,8,0,470,51,0,2,2,0,20,4,0,179,0,2110,0,0,263,1817,62500,89,50,139,60691,4660,2423,7497,15907,30488,4978,2596,8192,14435,30203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1,2,2,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53009
Washington,2018,FRANKLIN,4842,110,5,37,27,19,2,0,1085,601,129,141,16,5,284,49,18,5,9,3,39,24,7,251,95,2342,425,40,279,1556,92545,115,64,179,92540,10026,4814,13734,16335,44909,10560,4831,15075,17165,47631,4,0,692,531,6,66,0,1,15,0,2,17,2662,9,1510,670,261,109,0,0,0,94,0,10,0,795,1,0,13,1,1,1,7,161,27,40,10,34,4,0,11,29,8,19,155,0,0,0,0,24,2,0,79,0,0,0,4,6,0,1,12,53021
Washington,1993,BENTON,5246,160,7,4,36,26,3,0,273,102,0,74,18,0,893,76,0,3,4,0,33,13,0,401,0,6629,0,0,602,3944,122800,167,40,207,121967,12357,5955,19722,23478,61520,12985,6116,19413,21925,60447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,20,0,1,3,14,11,23,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53005
Washington,1994,KLICKITAT,552,28,2,2,10,0,0,0,23,11,0,10,2,0,118,10,0,1,0,0,1,0,0,41,0,526,0,0,27,399,17700,30,12,42,17516,1651,856,2398,3817,8725,1689,930,2406,3765,8791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,2,0,0,1,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53039
Washington,1999,SAN JUAN,254,17,1,4,6,2,0,0,2,0,0,0,0,0,61,4,0,0,0,0,0,0,0,3,0,180,0,0,11,189,12700,18,10,28,14019,837,502,1316,4513,7170,848,552,1281,4166,6849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53055
Washington,2016,MASON,3192,83,9,26,24,4,2,1,358,157,15,70,7,3,420,51,1,5,2,0,14,9,0,139,5,2359,47,9,178,1418,62320,92,50,142,62320,3879,1993,6898,17393,30163,4055,2163,8388,17550,32157,0,0,334,237,1,57,0,0,16,1,3,4,2248,1,562,382,109,140,0,0,0,17,0,6,0,1718,0,0,17,0,0,0,1,36,19,16,10,16,2,1,17,31,1,6,100,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,1,53045
Washington,1997,COLUMBIA,170,9,0,1,6,2,0,0,2,2,0,3,0,0,51,2,0,0,0,0,1,1,0,9,0,112,0,0,7,111,4030,9,7,16,4527,353,205,522,1224,2306,344,229,546,1102,2221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53013
Washington,1993,LINCOLN,221,21,0,0,1,4,0,0,14,8,0,8,2,0,88,15,0,0,0,0,2,2,0,30,0,301,0,0,27,105,9200,21,1,22,8876,721,393,1037,2297,4449,828,438,1034,2124,4427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,1,0,0,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53043
Washington,2000,KITSAP,10112,227,19,37,64,81,20,0,689,409,0,178,48,0,2164,226,0,8,7,0,127,53,0,565,0,10663,0,0,832,6865,230200,246,101,347,231969,19475,10542,32912,51530,114459,20806,11241,37554,47909,117510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,30,75,2,5,11,57,13,32,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53035
Washington,2015,SKAGIT,10678,164,16,34,56,16,3,7,1364,693,81,65,24,5,964,152,19,3,3,0,50,34,9,281,44,3723,462,132,1130,4289,120788,180,90,270,120620,8897,4531,15294,32037,60758,9039,4632,16027,30163,59862,0,0,2030,1165,4,95,0,0,20,0,6,5,7448,0,1842,1388,384,218,0,0,0,107,0,19,0,994,0,0,21,0,0,4,0,223,35,32,11,42,1,1,12,51,8,21,179,0,0,0,0,47,0,0,114,0,0,0,0,0,0,1,3,53057
Washington,2006,PEND OREILLE,510,24,1,6,11,2,0,0,4,1,0,2,2,0,147,7,0,1,2,1,0,0,0,63,3,385,34,1,15,354,12300,25,17,42,12300,864,619,1231,3388,6101,925,598,1150,3525,6199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,5,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53051
Washington,2018,ASOTIN,1134,28,1,14,5,2,0,0,230,20,0,12,0,0,100,9,0,0,0,0,6,1,0,5,0,1293,2,0,32,426,22420,29,19,48,22420,1564,740,2479,6597,11380,1518,729,2323,6471,11040,0,0,184,101,0,4,0,0,2,1,1,6,722,0,284,128,38,21,0,0,0,1,0,0,0,1222,0,0,0,0,0,0,0,0,3,14,9,14,0,2,9,11,1,2,62,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,53003
Washington,2006,COWLITZ,5606,130,12,9,24,43,6,9,137,118,20,79,23,11,1224,114,64,7,6,0,68,24,2,522,74,6162,1086,203,566,4048,96890,142,33,175,96800,7711,4182,12747,24128,48770,7989,4451,12986,22602,48030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,45,164,4,2,32,82,14,21,426,1,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53015
Washington,2002,KING,103234,2726,438,376,888,762,10,0,3913,871,0,569,120,0,16194,501,0,62,22,0,2563,266,0,4474,0,45430,0,0,6264,79171,1788150,3164,1264,4428,1774312,126255,64723,297549,402598,891125,132994,67586,312745,369863,883187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,159,1020,15,32,77,353,162,91,2282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53033
Washington,2011,JEFFERSON,678,36,2,14,10,3,1,0,27,14,2,14,1,0,164,10,13,0,0,0,5,4,0,54,23,588,93,10,33,465,30050,38,24,62,30050,1341,818,2391,10610,15160,1373,852,2696,9970,14890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,8,0,0,1,2,0,1,19,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53031
Washington,2014,PACIFIC,839,35,0,10,19,1,0,0,210,128,2,17,6,1,154,10,0,0,0,0,1,0,0,34,0,367,13,1,32,281,21100,35,29,64,21100,1105,586,1885,6889,10465,1207,693,2098,6637,10635,0,0,29,107,0,5,0,0,1,0,4,0,471,0,250,118,18,11,0,0,0,3,0,1,0,131,0,0,1,0,0,0,0,18,3,14,3,33,0,0,9,13,0,6,78,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,53049
Washington,1993,WHITMAN,1069,59,5,5,10,3,2,0,64,37,0,18,7,0,185,20,0,1,1,0,5,0,0,99,0,1398,0,0,130,793,37868,64,15,79,39545,2430,1176,9866,5757,19201,2538,1246,11291,5306,20344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53075
Washington,2019,FRANKLIN,4977,114,7,35,29,16,1,0,945,525,96,136,20,16,254,65,5,2,2,0,46,20,5,258,116,2407,476,65,366,1723,94680,121,64,185,94680,10048,4951,14100,16886,45985,10604,4932,15450,17709,48695,5,0,766,585,4,55,0,0,29,2,5,13,2864,3,1389,724,270,118,0,2,0,105,0,27,0,798,0,0,22,1,5,3,4,156,27,47,3,23,0,7,18,20,7,19,144,0,0,0,0,29,0,0,114,0,2,0,3,2,2,3,18,53021
Washington,2019,WAHKIAKUM,99,9,0,6,5,0,0,0,28,14,3,3,2,0,9,4,0,0,0,0,0,0,0,4,0,32,3,0,1,26,4190,9,11,20,4190,237,117,311,1455,2120,178,122,362,1408,2070,2,0,10,8,1,1,0,0,0,0,2,1,47,0,41,11,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53069
Washington,2020,WHATCOM,14371,274,34,92,90,36,12,0,1589,716,43,121,28,2,1185,234,15,7,10,0,95,60,10,236,11,3571,210,66,897,7592,228000,308,182,490,228000,14099,7920,33853,58721,114594,14976,8103,34498,55829,113406,3,3,2213,503,28,238,0,0,40,0,8,24,11390,1,2317,664,552,133,0,0,1,156,1,13,0,887,0,0,21,2,1,2,0,230,64,54,0,50,4,2,23,37,7,30,207,0,0,0,0,17,0,0,44,0,0,0,1,1,0,0,0,53073
Washington,2018,DOUGLAS,1605,48,1,0,9,3,1,0,230,116,19,22,4,0,146,13,3,3,1,0,3,4,0,78,9,836,71,22,123,694,41935,49,9,58,42120,3390,1740,5428,10355,20913,3618,1882,5692,10016,21207,2,0,185,161,0,46,0,0,4,0,4,3,1077,0,331,197,68,31,0,0,0,19,0,5,0,425,0,0,4,1,2,0,0,34,6,10,6,15,0,0,10,11,0,4,56,0,0,0,0,2,0,0,14,0,1,0,0,1,0,0,0,53017
Washington,1991,KLICKITAT,592,25,3,2,5,1,2,0,24,15,0,6,2,0,159,21,0,1,1,0,1,0,0,31,0,526,0,0,43,400,16800,28,7,35,16680,1605,780,2463,3439,8288,1658,864,2468,3402,8392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53039
Washington,2000,PIERCE,46769,818,90,56,133,307,26,0,2965,1015,0,341,51,0,8276,426,0,33,24,0,1205,245,0,3167,0,22370,0,0,2574,33642,705445,908,189,1097,700820,61223,31664,112352,147024,352263,64506,33176,116999,133876,348557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,102,485,12,26,54,202,80,35,1241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53053
Washington,1990,CLARK,9983,218,19,5,39,71,7,0,292,143,0,107,41,0,2277,166,0,12,11,0,127,28,0,344,0,7402,0,0,1193,7097,228600,237,44,281,238053,22373,10602,41366,46211,120552,23674,11340,40284,42203,117501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,19,18,6,10,14,21,10,33,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53011
Washington,2020,CLARK,26260,393,50,23,128,90,19,0,5246,1274,92,421,23,4,1798,266,30,10,2,0,221,67,17,337,16,5955,394,60,681,12494,499102,443,151,594,499200,36110,19502,66498,130721,252831,38446,20668,65775,121481,246369,10,3,3705,753,11,270,1,3,141,3,3,1,18592,5,6653,1015,826,245,0,3,1,151,0,11,1,2797,0,0,18,2,4,1,3,240,54,62,0,120,5,10,28,139,17,40,421,0,0,0,0,24,0,0,137,0,2,0,1,0,0,0,11,53011
Washington,2003,PIERCE,42217,858,79,66,132,231,17,0,2643,759,0,344,45,0,7610,400,0,27,22,0,1165,230,0,2298,0,22132,0,0,2389,30197,732055,937,198,1135,733700,61668,32951,113920,160107,368647,64897,34276,119421,146458,365053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,92,465,19,19,100,313,57,58,1399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53053
Washington,2012,WHITMAN,2449,66,3,5,17,7,0,0,321,1,0,39,2,0,172,25,0,1,2,0,6,0,0,159,9,1199,44,10,58,848,45220,69,22,91,45950,1995,1796,12340,6537,22671,2142,1665,13358,6115,23279,0,0,462,535,0,10,0,0,0,0,0,0,1505,1,361,583,0,47,952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,3,2,2,13,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53075
Washington,2015,KLICKITAT,790,29,4,14,8,7,1,0,158,51,7,13,2,0,120,7,0,0,0,0,2,0,0,6,3,396,30,7,32,286,21000,33,22,55,21000,1377,697,2109,6185,10368,1334,815,2191,6292,10632,0,0,128,25,0,5,0,0,1,0,0,0,548,0,202,40,30,15,0,0,0,8,0,1,0,274,0,0,0,0,0,0,0,14,0,5,8,0,0,0,5,6,0,2,26,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,53039
Washington,2004,KING,107078,2704,425,365,916,774,34,0,3519,793,0,673,117,0,18156,683,0,57,26,0,2708,390,0,4544,0,44446,0,0,6977,81191,1803790,3129,1281,4410,1788300,124307,64105,294299,415406,898117,130763,67006,309716,382697,890183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,154,766,28,32,89,368,145,99,2102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53033
Washington,1992,LINCOLN,159,20,0,0,1,0,0,0,8,5,0,4,3,0,53,10,0,1,1,0,2,3,0,22,0,290,0,0,12,91,9000,20,1,21,8723,713,378,1040,2239,4371,819,426,1038,2065,4352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53043
Washington,1993,KING,121584,2429,287,322,808,804,77,0,5998,2995,0,1221,327,0,18933,870,0,104,65,0,3790,480,0,4957,0,86577,0,0,12306,90734,1574615,2716,1130,3846,1606135,126372,56172,303115,325966,811602,131899,58797,310763,293081,794533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,221,777,32,33,22,236,168,158,1822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53033
Washington,2013,ADAMS,1971,32,0,10,14,7,0,2,281,145,30,26,4,3,199,8,5,3,1,0,8,3,3,13,33,376,159,31,41,681,19200,32,24,56,19200,2412,1050,2747,3230,9439,2544,1083,2930,3201,9761,0,0,551,67,1,25,0,0,6,0,2,0,1472,2,376,123,58,54,0,0,0,14,1,0,0,114,0,0,5,0,0,0,0,22,5,10,3,1,0,0,1,7,4,3,29,0,0,0,0,21,0,0,29,0,0,0,0,0,0,0,2,53001
Washington,2002,LEWIS,3133,91,5,1,26,20,12,0,138,103,0,44,30,0,630,119,0,3,1,0,35,28,0,406,0,4536,0,0,398,2263,70200,96,27,123,70200,5525,3302,8724,17830,35382,5732,3675,8930,16480,34818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,43,52,3,1,39,54,13,20,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53041
Washington,2010,DOUGLAS,714,46,3,2,8,3,1,0,25,4,5,8,0,0,107,10,5,0,0,0,9,4,0,52,32,670,226,75,104,562,38325,49,10,59,38500,3360,1728,4964,9324,19375,3459,1788,4982,8896,19125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,18,0,1,2,8,0,2,49,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53017
Washington,2013,PACIFIC,948,38,1,12,20,2,0,0,217,106,6,18,6,0,185,3,1,0,1,0,1,0,0,37,1,309,11,1,21,278,21000,39,32,71,21000,1125,587,1904,6813,10430,1240,658,2140,6532,10570,0,0,79,107,0,5,0,0,0,0,1,2,550,0,256,142,20,33,0,0,0,13,0,3,0,89,0,0,1,0,0,0,0,19,11,15,3,24,0,1,8,13,1,2,68,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,53049
Washington,1992,GRAYS HARBOR,3929,149,4,6,33,22,7,0,148,84,0,51,22,0,718,88,0,2,2,0,38,23,0,240,0,5843,0,0,498,2950,65400,153,39,192,66157,5851,2823,9694,14835,33204,6300,3090,9830,13732,32953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,20,4,4,1,8,4,5,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53027
Washington,2015,YAKIMA,19178,335,26,46,72,48,10,0,3530,1775,200,296,62,6,2277,150,37,21,15,2,193,68,9,391,112,8610,991,249,1477,7502,250019,361,118,479,249970,25573,10945,34165,55056,125738,28008,12162,33581,50480,124232,0,0,2842,754,9,72,0,0,66,0,13,17,12943,7,5166,1069,1240,291,0,0,2,347,0,42,0,3351,0,0,35,1,1,2,6,782,93,120,15,56,10,15,61,78,19,24,398,0,0,0,0,80,0,0,267,0,2,0,0,0,0,7,20,53077
Washington,1999,ASOTIN,902,26,1,1,4,2,0,0,27,15,0,7,2,0,184,20,0,1,0,0,3,1,0,69,0,962,0,0,127,678,20000,27,5,32,20614,1673,934,2861,5309,10777,1850,916,2648,4424,9837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,3,0,2,2,1,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53003
Washington,2000,OKANOGAN,1027,94,6,4,20,7,3,0,63,47,0,12,7,0,231,33,0,2,2,0,5,1,0,121,0,1528,0,0,122,707,38453,100,24,124,39564,3397,2008,4847,9606,19858,3454,2087,4978,9187,19706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,12,1,1,1,5,2,2,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53047
Washington,1990,JEFFERSON,740,23,2,1,3,5,0,0,21,7,0,10,2,0,161,22,0,1,1,0,2,0,0,42,0,462,0,0,38,540,20000,25,4,29,20406,1522,702,2653,5320,10197,1562,791,2728,5128,10209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,1,1,0,0,2,0,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53031
Washington,2002,WHATCOM,8959,239,29,12,73,47,5,0,220,141,0,98,29,0,1672,108,0,4,3,0,89,44,0,596,0,7768,0,0,949,6829,172200,268,85,353,172200,12888,7068,29091,38280,87328,13379,7299,29006,35188,84872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,24,51,4,3,7,37,10,17,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53073
Washington,2007,PIERCE,39515,976,86,79,147,251,10,20,2692,841,159,297,36,4,7274,416,233,29,19,2,1087,252,109,2758,337,25609,4030,1079,2334,27885,784590,1062,226,1288,790500,64482,34214,121255,176933,396882,67740,35629,127526,162722,393618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,78,505,13,37,99,393,96,58,1620,0,2087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53053
Washington,1995,LEWIS,3625,107,4,3,21,21,6,0,179,114,0,27,12,0,726,110,0,1,2,0,24,3,0,191,0,2552,0,0,304,2647,65500,111,24,135,65277,5818,3138,8897,15169,33027,6067,3480,8933,13768,32250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,17,3,2,6,5,2,12,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53041
Washington,2003,ISLAND,835,68,4,8,11,7,3,0,19,24,0,17,9,0,171,39,0,0,2,0,6,2,0,135,0,1191,0,0,166,615,74000,72,19,91,74000,5745,3043,9776,18372,36938,6194,3258,11050,16561,37062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,2,6,2,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53029
Washington,2017,PACIFIC,558,36,2,12,20,1,0,0,133,90,1,9,3,0,104,11,2,0,0,0,0,0,0,52,2,278,12,2,27,185,21250,38,32,70,21250,1120,592,1814,6926,10452,1216,711,2032,6839,10798,0,0,21,75,0,8,0,0,0,0,2,2,319,0,154,85,10,8,0,0,0,9,0,0,0,74,0,0,0,0,0,0,0,9,3,20,6,18,0,2,8,10,0,12,76,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,53049
Washington,1999,GRAYS HARBOR,3519,145,10,34,43,31,3,0,100,56,0,25,12,0,628,81,0,1,0,0,18,10,0,425,0,5227,0,0,407,2716,67700,155,77,232,67349,5436,3080,8753,16570,33839,5751,3341,9059,15360,33510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,31,1,2,4,18,8,5,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53027
Washington,2011,COLUMBIA,186,8,0,0,1,0,0,0,6,3,0,1,0,0,42,1,2,0,0,0,0,0,0,8,1,78,11,1,10,137,4100,8,1,9,4100,248,159,374,1285,2065,259,147,386,1241,2035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,8,0,0,13,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53013
Washington,2015,ADAMS,1607,35,0,11,13,8,2,0,256,119,28,26,8,1,189,23,7,0,0,0,11,8,1,43,33,511,163,45,68,577,19410,35,24,59,19410,2552,1128,2748,3097,9525,2681,1195,2901,3108,9885,0,0,326,93,0,17,0,0,6,0,3,0,1128,0,352,127,61,34,0,0,0,18,0,1,0,191,0,0,6,0,0,0,0,17,7,5,2,2,0,0,1,3,0,5,18,0,0,0,0,6,0,0,40,0,0,0,0,0,0,1,1,53001
Washington,2002,DOUGLAS,1336,39,2,6,10,1,0,0,24,18,0,9,3,0,219,20,0,1,1,0,3,1,0,76,0,1036,0,0,207,1079,32924,41,16,57,33100,3050,1649,4437,7551,16688,3153,1714,4445,7099,16412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13,0,0,1,6,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53017
Washington,2020,WHITMAN,1292,66,9,18,19,2,1,0,228,150,22,21,8,0,86,20,0,0,1,0,3,3,0,149,3,1096,43,7,86,452,50480,75,37,112,50480,2383,1672,14094,7169,25318,2597,1521,14128,6916,25162,1,0,218,166,9,7,0,0,2,0,1,7,777,0,301,214,49,40,0,0,0,17,0,0,0,632,0,0,1,0,1,0,0,16,11,3,0,4,0,1,2,2,1,0,13,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,53075
