State,Year,County,Total,Commissioned Male ,Commissioned Female ,Civilian Male ,Civilian Female ,Arson,Arsons Arrests,Juvenile Arsons Arrests,Aggravated Assault,Aggravated Assaults Arrests,Juvenile Aggravated Assault Arrests,Rape,Rape Arrests,Juvenile Rape Arrests,Burglary,Burglary Arrests,Juvenile Burglary Arrests,Murder,Murder Arrests,Juvenile Murder Arrests,Robbery,Robbery Arrests,Juvenile Robbery Arrests,Drug Violation Arrests,Juvenile Drug Violation Arrests,Total Arrests,Total Juvenile Arrests,Juvenile Theft Arrests,Theft Arrests,Theft,Population,Commissioned Total,Civilian Total,Total Employees,Total Population,Female Population (0-11),Female Population (12-17),Female Population (18-39),Female Population (40+),Total Female Population,Male Population (0-11),Male Population (12-17),Male Population (18-39),Male Population (40+),Total Male Population,Animal Cruelty,Bribery,Destruction of Property,Drug Violation,Extortion,Counterfeiting or Forgery,Gambling Violation,Human Trafficking,Kidnapping,Man Slaughter,Non Forcibly Sex,Pornography,Total Property Crime,Prostitution,Total Person Crime,Total Societal Crime,No Contact Order Violation,Weapon Violation,Other Crimes Arrests,Animal Cruelty Arrests,Bribery Arrests,Destruction of Property Arrests,Extortion Arrests,Counterfeiting or Forgery Arrests,Gambling Violation Arrests,"Group B offense Arrests (driving under influence,  liquor violation etc)",Hack or Computer Invasion Arrests,Human Trafficking Arrests,Kidnapping Arrests,Manslaughter Arrests,Non Forcibly Sex Arrests,Pornography Arrests,Prostitution Arrests,No Contact Order Violation Arrests,Weapon Violation Arrests,Aggravated Assaults Sentenced,Burglary Sentenced,Drug Violation Sentenced,Manslaughter Sentenced,Murder Sentenced,Other Crimes Sentenced,Other Property Crimes Sentenced,Robbery Sentenced,Sex Crime Sentences,Total Sentenced,Unknown Crimes Sentenced,Juvenile Other Felony Crimes Sentenced,Juvenile Animal Cruelty Arrests,Juvenile Bribery Arrests,Juvenile Destruction of Property Arrests,Juvenile Extortion Arrests,Juvenile Counterfeiting or Forgery Arrests,"Juvenile Group B offense Arrests (driving under influence,  liquor violation etc)",Juvenile Hack or Computer Invasion Arrests,Juvenile Kidnapping Arrests,Juvenile Manslaughter Arrests,Juvenile Non Forcibly Sex Arrests,Juvenile Pornography Arrests,Juvenile Prostitution Arrests,Juvenile No Contact Order Violation Arrests,Juvenile Weapon Violation Arrests,FIPS Code
Washington,1996,SKAMANIA,420,20,0,0,3,6,3,0,21,7,0,5,5,0,70,1,0,1,0,0,0,0,0,47,0,672,0,0,36,317,9800,20,3,23,9337,843,445,1299,2015,4605,868,517,1313,2035,4732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,2,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53059
Washington,2004,DOUGLAS,1320,40,3,1,8,1,0,0,37,27,0,12,2,0,237,13,0,1,3,0,4,4,0,76,0,1100,0,0,204,1028,34025,43,9,52,34200,3075,1674,4495,7992,17235,3175,1740,4512,7537,16965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,25,2,0,5,22,2,3,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53017
Washington,2013,ISLAND,2831,64,6,20,11,4,0,2,474,234,29,20,1,2,431,34,6,0,0,0,8,2,1,32,10,1435,105,21,156,1132,79700,70,31,101,79700,5427,2424,9646,22797,40293,5640,2597,10908,20260,39407,0,0,476,79,1,32,0,0,6,0,2,2,2084,2,633,114,131,31,0,0,0,23,0,3,0,860,0,0,5,0,0,1,2,68,14,19,4,6,0,1,3,11,1,10,55,0,0,0,0,3,0,0,30,0,0,0,0,0,0,1,0,53029
Washington,2004,WAHKIAKUM,81,8,0,0,1,0,0,0,5,3,0,3,1,0,25,1,0,0,0,0,0,0,0,0,0,16,0,0,0,48,3800,8,1,9,3800,236,172,360,1128,1898,261,172,370,1098,1902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53069
Washington,2002,WALLA WALLA,2326,72,4,3,12,4,2,0,96,44,0,57,5,0,396,32,0,0,0,0,22,13,0,128,0,1302,0,0,200,1751,55400,76,15,91,55400,4113,2347,7989,12741,27189,4423,2442,9766,11579,28211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,30,2,0,4,9,3,8,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53071
Washington,2008,COWLITZ,4149,137,12,8,29,42,2,7,139,134,23,94,40,7,736,86,42,2,3,0,62,29,3,384,45,5813,1105,202,534,3074,99085,149,37,186,99000,7820,4144,13015,24875,49855,8093,4401,13278,23372,49145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,14,84,2,1,19,49,6,23,260,0,776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53015
Washington,2010,KLICKITAT,430,29,2,12,21,0,0,0,15,19,2,1,1,0,169,13,4,0,0,0,0,0,0,128,6,898,83,16,74,245,20500,31,33,64,20500,1572,906,2226,5522,10224,1562,937,2255,5522,10276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,5,1,0,1,5,0,0,25,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53039
Washington,1997,BENTON,6120,185,10,11,40,48,4,0,251,118,0,59,12,0,1010,121,0,1,1,0,50,27,0,457,0,8226,0,0,485,4701,134100,195,51,246,136503,13412,7006,20492,27801,68715,13991,7362,20310,26119,67788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,42,1,0,6,29,5,8,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53005
Washington,2005,ISLAND,2283,67,5,8,12,7,0,1,36,31,5,39,11,4,620,34,25,1,3,0,10,2,1,100,22,1498,304,55,131,1570,76000,72,20,92,76000,5770,3057,9850,19248,37926,6214,3281,11171,17408,38074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,11,1,0,4,3,0,2,45,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53029
Washington,2008,JEFFERSON,866,35,2,17,13,5,0,1,44,25,6,8,2,0,234,26,15,0,0,0,0,2,0,127,10,699,157,30,45,575,28800,37,30,67,28800,1530,975,2400,9555,14463,1518,1039,2625,9156,14337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,1,9,1,3,27,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53031
Washington,2005,KITTITAS,2342,71,1,2,17,4,0,0,39,27,2,22,2,0,486,29,9,0,1,0,5,8,1,170,21,1679,176,39,128,1786,36600,72,19,91,36600,2192,1251,7010,7949,18404,2242,1358,7091,7505,18196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,16,0,0,2,14,3,4,54,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53037
Washington,2020,KITSAP,13590,240,23,89,70,25,1,2,2987,861,66,184,14,2,895,161,7,5,5,0,58,24,6,386,3,3270,140,27,455,6030,272200,263,159,422,272200,18747,8906,28782,78265,134700,19684,9329,40159,68328,137500,14,1,1324,944,28,235,0,0,13,0,15,19,8596,6,3834,1160,630,177,0,2,0,108,1,15,0,1000,0,0,3,0,2,0,1,202,29,63,0,105,3,3,28,78,7,48,335,0,0,0,0,7,0,0,19,0,0,0,0,0,0,0,1,53035
Washington,1992,GRANT,3402,87,0,4,30,10,0,0,91,48,0,45,7,0,817,65,0,4,3,0,20,6,0,110,0,1780,0,0,345,2415,58238,87,34,121,58915,6256,2896,8746,11129,29031,6672,3124,9327,10758,29884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,18,1,3,0,6,3,7,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53025
Washington,2003,YAKIMA,14613,308,23,48,90,170,15,0,372,229,0,137,74,0,3418,263,0,10,10,0,194,82,0,982,0,10448,0,0,1764,10312,226000,331,138,469,226000,22670,11354,32277,46877,113180,23697,12047,34466,42611,112820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,43,80,1,1,18,63,8,13,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53077
Washington,1995,GARFIELD,73,7,0,0,7,1,0,0,3,0,0,1,0,0,26,0,0,0,0,0,0,0,0,11,0,202,0,0,3,42,2350,7,7,14,2170,171,109,229,593,1103,179,119,228,539,1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53023
Washington,2012,ISLAND,3246,59,5,21,14,9,0,0,544,41,5,41,5,1,493,27,4,1,2,0,4,1,0,49,11,860,107,18,101,1246,79351,64,35,99,79350,5344,2508,9583,22664,40096,5564,2665,10852,20172,39254,0,0,559,177,0,21,0,0,5,0,2,2,2332,1,698,216,105,36,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,10,1,0,8,6,0,3,47,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53029
Washington,2009,ASOTIN,609,28,1,0,3,0,0,0,39,19,2,3,1,0,102,10,4,0,0,0,7,6,0,38,15,1448,170,18,44,458,21500,29,3,32,21500,1543,872,2775,6058,11247,1717,844,2578,5115,10253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,24,0,1,8,6,1,6,63,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53003
Washington,1990,GARFIELD,85,6,0,0,4,0,0,0,5,2,0,0,0,0,25,1,0,0,0,0,0,0,0,7,0,208,0,0,2,55,2300,6,4,10,2248,184,105,247,610,1146,191,107,259,545,1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53023
Washington,2017,GARFIELD,126,7,0,3,4,1,1,0,41,8,0,6,0,0,16,1,0,0,0,0,0,0,0,4,0,176,1,0,3,20,2200,7,7,14,2200,144,82,186,706,1117,123,84,211,665,1083,1,0,8,12,0,0,0,0,0,0,0,0,45,0,61,20,14,7,0,0,0,1,0,0,0,149,0,0,0,0,0,0,0,7,2,0,0,1,0,0,2,2,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,53023
Washington,2001,STEVENS,946,57,2,7,13,1,1,0,11,10,0,8,2,0,237,22,0,1,3,0,1,0,0,89,0,1169,0,0,51,687,40300,59,20,79,40300,3396,2179,4526,10133,20233,3522,2347,4439,9759,20067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,12,1,1,2,3,0,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53065
Washington,2012,PEND OREILLE,1017,27,1,0,4,0,0,0,224,1,0,9,1,0,142,11,0,3,1,0,1,0,0,7,0,191,0,0,17,352,13100,28,4,32,13100,800,479,1248,3935,6464,855,530,1264,3989,6636,0,0,129,66,0,2,0,0,1,0,0,0,626,0,302,89,65,23,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53051
Washington,2007,COWLITZ,4709,135,12,6,26,28,10,5,148,130,19,84,24,9,953,98,41,3,4,2,64,20,6,504,54,6425,1148,228,574,3429,97875,147,32,179,97800,7740,4177,12880,24463,49260,8018,4442,13135,22945,48540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,26,157,4,1,26,102,16,40,423,0,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53015
Washington,2012,GRANT,7418,129,2,6,25,24,3,3,1174,62,5,93,13,0,910,101,23,5,3,0,49,24,2,209,46,2131,323,85,335,3022,91000,131,31,162,91000,9179,4213,12785,18485,44662,9384,4481,14062,18412,46338,0,1,1221,513,2,59,0,0,22,0,6,3,5288,0,1531,599,231,83,1381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,7,16,3,0,7,36,9,3,111,1,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53025
Washington,1999,JEFFERSON,1032,28,4,1,7,4,1,0,57,46,0,10,5,0,207,23,0,0,0,0,5,2,0,104,0,1251,0,0,79,749,26600,32,8,40,25664,1610,974,2478,8023,13086,1609,1032,2416,7520,12578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,2,2,2,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53031
Washington,2013,WALLA WALLA,4163,76,3,29,31,15,0,0,531,201,37,33,1,1,409,35,8,0,0,0,16,5,0,109,28,1180,208,93,295,1894,59500,79,60,139,59500,4167,2381,8301,14534,29382,4379,2305,9929,13505,30118,0,0,821,255,0,24,0,0,19,0,3,3,3179,0,696,288,110,30,0,0,0,35,0,0,0,452,0,0,0,0,0,0,0,37,10,18,5,28,0,3,7,10,0,2,73,0,0,0,0,12,0,0,25,0,0,0,0,0,0,0,4,53071
Washington,1991,OKANOGAN,1680,71,2,14,24,11,2,0,118,53,0,25,14,0,321,34,0,1,1,0,7,2,0,84,0,1879,0,0,165,1197,33760,73,38,111,34428,3322,1455,4895,7393,17072,3457,1741,5082,7075,17356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,24,0,0,1,2,2,10,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53047
Washington,2015,GRANT,7234,127,6,10,37,26,3,0,1149,530,86,67,24,3,938,141,38,4,7,0,45,37,3,166,40,2696,386,105,462,3108,93930,133,47,180,93930,9418,4391,12875,19432,46115,9477,4574,14292,19471,47815,0,1,1097,420,2,54,0,0,26,0,6,1,5271,1,1476,487,224,65,0,0,0,88,0,14,0,1044,0,0,21,0,1,1,2,121,34,36,17,21,0,1,25,24,13,16,153,0,0,0,0,15,0,0,90,0,0,0,0,0,0,1,5,53025
Washington,1997,PIERCE,46785,888,79,40,120,302,14,0,3540,852,0,385,74,0,8532,471,0,36,38,0,1330,237,0,2780,0,31740,0,0,2370,32660,673985,967,160,1127,668103,60961,30019,110105,133973,335058,64284,31725,115849,121210,333045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,82,472,11,20,38,121,62,59,1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53053
Washington,1996,SPOKANE,26088,463,35,40,113,62,8,0,1186,306,0,145,35,0,5198,366,0,20,15,0,449,128,0,2042,0,17809,0,0,2425,19028,406390,498,153,651,406584,34968,18142,65910,88465,207472,36868,19263,66058,76928,199112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,38,97,3,14,11,77,25,25,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53063
Washington,2012,PACIFIC,814,38,1,11,20,0,0,0,156,8,0,9,0,0,179,5,0,0,0,0,1,0,0,17,2,154,7,0,16,273,20972,39,31,70,20970,1119,590,1902,6810,10421,1224,620,2174,6529,10549,0,0,96,59,0,8,0,0,0,0,2,2,557,1,185,72,18,10,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,14,0,0,3,7,0,4,40,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53049
Washington,1998,CHELAN,4197,87,10,8,27,10,1,0,125,69,0,29,7,0,754,71,0,2,1,0,17,4,0,244,0,4497,0,0,419,3260,62600,97,35,132,66411,6065,3081,9143,15093,33385,6276,3380,9485,13883,33026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,46,1,1,6,18,3,6,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53007
Washington,2017,LINCOLN,277,20,0,8,5,0,0,0,63,41,5,4,0,1,46,14,1,0,0,0,0,0,0,13,8,183,32,2,28,101,10700,20,13,33,10700,693,413,1004,3227,5337,711,405,1027,3220,5363,0,0,33,18,0,0,0,0,1,0,0,0,180,0,69,28,1,10,0,0,0,3,0,0,0,75,0,0,1,0,0,0,0,1,7,0,4,4,0,0,1,6,0,0,15,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,2,53043
Washington,2019,GRAYS HARBOR,4012,172,14,19,48,11,4,0,878,358,41,127,29,4,299,51,6,2,2,0,17,9,2,314,24,2478,145,17,415,1173,74163,186,67,253,74160,4904,2520,8124,19899,35448,4933,2620,10453,20707,38712,5,0,406,663,2,42,0,0,9,0,1,13,1950,0,1298,764,281,83,0,3,0,105,0,6,0,986,0,0,4,0,0,3,0,162,27,47,7,28,0,1,15,28,6,25,157,0,0,0,0,14,0,0,36,0,0,0,0,0,0,0,1,53027
Washington,2012,WALLA WALLA,1354,76,3,29,31,4,0,0,206,35,7,15,2,1,176,34,10,1,1,0,4,6,1,137,28,1173,378,69,223,589,59100,79,60,139,59100,4141,2312,8397,14231,29081,4330,2260,10112,13317,30019,0,0,174,123,2,4,0,0,2,0,1,2,953,0,262,139,37,14,735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,31,0,0,2,4,4,9,76,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53071
Washington,1991,JEFFERSON,954,27,1,1,4,4,1,0,34,7,0,11,8,0,201,32,0,0,0,0,3,0,0,26,0,477,0,0,73,701,21600,28,5,33,21408,1603,753,2742,5739,10841,1642,842,2599,5484,10567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,2,2,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53031
Washington,2011,COWLITZ,3804,131,11,3,24,74,9,13,166,126,22,86,25,11,677,125,27,4,3,0,59,37,4,470,59,3954,690,149,728,2738,102785,142,27,169,102700,7992,4142,13023,26846,52003,8031,4318,13019,25328,50697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,15,127,1,1,32,77,9,25,374,1,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53015
Washington,1996,FRANKLIN,2416,68,4,1,12,7,1,0,130,66,0,22,17,0,333,33,0,3,5,0,35,7,0,247,0,3638,0,0,218,1886,43700,72,13,85,46361,5389,2501,6989,7431,22313,5812,2796,7982,7456,24048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,81,3,10,5,9,8,4,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53021
Washington,1995,THURSTON,8651,213,19,18,53,33,1,0,361,3,0,104,4,0,1862,70,0,4,4,0,93,12,0,258,0,2850,0,0,162,6194,189200,232,71,303,190944,16344,8557,31072,41555,97524,17328,9273,30116,36699,93420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,17,38,8,6,14,39,6,20,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53067
Washington,1990,KITSAP,8491,163,8,7,29,40,0,0,328,90,0,111,17,0,1718,102,0,7,4,0,96,7,0,154,0,3948,0,0,421,6191,188800,171,36,207,189731,17989,7798,31991,35017,92795,19146,8322,36827,32641,96936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,59,3,5,3,14,5,21,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53035
Washington,1991,ASOTIN,921,22,0,0,5,6,0,0,67,24,0,9,1,0,185,19,0,0,0,0,4,2,0,47,0,558,0,0,66,650,17800,22,5,27,17941,1647,814,2787,4147,9397,1723,807,2536,3477,8544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,9,1,1,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53003
Washington,1997,GRANT,4307,102,2,2,27,18,1,0,198,198,0,46,25,0,1100,84,0,4,3,0,34,10,0,294,0,3743,0,0,357,2907,67837,104,29,133,70433,7419,3698,9995,13395,34510,7892,4020,10972,13038,35923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,41,1,1,1,23,6,11,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53025
Washington,1992,ADAMS,824,29,1,3,9,9,0,0,28,14,0,13,11,0,171,25,0,2,1,0,2,0,0,45,0,1175,0,0,117,599,14100,30,12,42,14143,1631,749,2061,2542,6985,1722,808,2152,2475,7158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53001
Washington,2018,MASON,3572,72,9,27,25,8,10,0,497,208,1,97,9,0,484,56,0,4,2,0,16,13,0,57,0,1425,4,0,169,1397,64020,81,52,133,64020,3987,2030,7030,17938,30985,4167,2197,8498,18173,33035,0,0,334,371,0,76,0,0,15,0,2,0,2315,0,805,452,190,81,0,0,0,29,0,6,0,807,0,0,15,1,0,0,0,33,10,16,11,18,3,2,10,22,4,5,91,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,53045
Washington,2014,OKANOGAN,1667,79,7,8,19,2,1,0,292,163,6,12,7,0,301,38,0,1,1,0,6,3,0,47,14,1055,93,18,125,640,41650,86,27,113,41700,3162,1462,4548,11427,20599,3406,1582,4803,11310,21101,0,0,271,95,0,10,0,0,2,0,2,1,1230,0,324,113,15,17,0,0,0,15,0,2,0,631,0,0,1,0,0,0,0,10,11,29,5,24,2,1,7,41,3,3,115,0,0,0,0,5,0,0,49,0,0,0,0,0,0,0,1,53047
Washington,2005,ADAMS,791,36,0,7,9,7,0,0,29,20,4,14,7,1,158,24,31,1,0,1,13,6,0,78,9,848,298,36,66,569,17000,36,16,52,17000,1776,880,2298,3357,8310,1903,987,2562,3239,8690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,7,9,2,3,29,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53001
Washington,2008,YAKIMA,13119,331,24,58,98,124,12,15,417,231,51,100,50,12,3057,187,129,19,10,0,244,83,24,770,162,9350,2164,462,1387,9158,235900,355,156,511,235900,22952,11195,33388,50557,118093,23923,11878,35697,46310,117807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,21,79,8,7,26,134,22,32,435,0,1309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53077
Washington,1993,FERRY,180,10,1,0,6,1,0,0,13,11,0,4,4,0,48,6,0,2,0,0,0,0,0,23,0,313,0,0,21,112,6900,11,6,17,6714,639,356,914,1312,3221,666,417,987,1420,3493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53019
Washington,1998,WHATCOM,8768,211,29,22,83,62,1,0,272,148,0,98,37,0,1771,101,0,4,6,0,91,33,0,432,0,7955,0,0,821,6470,157500,240,105,345,160220,12824,6750,27646,34004,81202,13345,7068,27515,31106,79018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,44,0,3,4,17,4,7,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53073
Washington,2019,JEFFERSON,1291,35,2,16,8,7,2,0,248,111,9,14,3,0,142,24,0,0,0,0,4,1,0,82,3,534,16,3,51,422,31900,37,24,61,31900,1233,704,2464,11610,16012,1332,739,2730,11087,15888,0,0,174,161,0,17,0,0,7,1,4,2,766,0,343,182,69,19,0,0,0,18,0,4,0,196,0,0,1,1,0,0,0,34,6,5,0,7,1,0,2,9,1,7,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,53031
Washington,2002,LINCOLN,244,20,0,4,7,1,0,0,8,3,0,5,3,0,58,10,0,1,1,0,0,0,0,25,0,260,0,0,4,171,10200,20,11,31,10200,717,485,1023,2915,5141,816,501,990,2752,5059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,0,2,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53043
Washington,2019,COLUMBIA,214,8,0,1,0,1,0,0,70,14,1,2,1,0,23,3,0,0,0,0,0,0,0,0,0,44,1,0,8,65,4160,8,1,9,4160,263,124,319,1346,2052,232,146,333,1398,2108,0,0,29,1,0,0,0,0,0,0,0,0,118,0,93,3,21,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,5,1,0,1,2,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53013
Washington,2004,FRANKLIN,2251,81,3,2,11,7,1,0,105,58,0,15,2,0,434,22,0,3,6,0,38,9,0,190,0,2908,0,0,138,1649,57000,84,13,97,57000,6126,2950,8319,9831,27225,6675,3300,9651,10150,29775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,45,0,1,3,11,7,9,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53021
